#NOMPARTIDA,CODFUNCION,CODECOPART,Fecha,NIFTERCERO,NOMTERCERO,Descripción,IMPTOTFACTS
Energía eléctrica,340,22100,2013-11-07,A81948077,ENDESA ENERGIA S.A.U.,Consumo Electrico Octubre 2013 . Cod. Agrupacion 1055421,41310.53
Energía eléctrica,920,22100,2013-11-07,A81948077,ENDESA ENERGIA S.A.U.,Consumo Electrico Octubre 2013 . Cod. Agrupacion 1055421,41310.53
Energía eléctrica,920,22100,2013-11-07,B82846825,ENDESA ENERGIA XXI S.L.,Consumo Electrico octubre 2013  Cod. Agrupacion 0341325.,87.58
Estudios y Trabajos Técnicos,920,22706,2013-11-07,A78053147,TELEFONICA SOLUCIONES,"Plan Adecuacion al Esquema Nac ional de Seguridad (ENS), Expt e 12/12-cmsv",18195.35
Actividades Culturales y Deportivas,339,22609,2013-11-08,B38454781,DRAYCA SUR SERVICIOS S.L.,Cuadros-Trofesos X Festival Jó venes promesas. Arona 2013,540
Energía eléctrica,150,22100,2013-11-08,B82846825,ENDESA ENERGIA XXI S.L.,Consumo Electrico Octubre 2013  Cod. Agrupacion 0341758,249.79
Energía eléctrica,150,22100,2013-11-08,B82846825,ENDESA ENERGIA XXI S.L.,Consumo Electrico Octubre cod. Agrupacion 0341627,491.28
Energía eléctrica,312,22100,2013-11-08,A81948077,ENDESA ENERGIA S.A.U.,Consumo Electrico octubre 2013  Cod. Agrupacion 1055888,3166.94
Energía eléctrica,312,22100,2013-11-08,B82846825,ENDESA ENERGIA XXI S.L.,Consumo Electrico octubre 2013  Cod. Agrupacion 0341684.,1652.25
Energía eléctrica,312,22100,2013-11-08,B82846825,ENDESA ENERGIA XXI S.L.,Consumo Electrico octubre 2013 . Cod. Agrupacion 0341699,347.81
Energía eléctrica,320,22100,2013-11-08,B82846825,ENDESA ENERGIA XXI S.L.,Consumo Electrico octubre 2013  Cod. Agrupacion 0341684.,1652.25
Energía eléctrica,920,22100,2013-11-08,B82846825,ENDESA ENERGIA XXI S.L.,Consumo Electrico Octubre 2013  Cod. Agrupacion 0341743.,15343.64
Energía eléctrica,920,22100,2013-11-08,B82846825,ENDESA ENERGIA XXI S.L.,Consumo Electrico Octubre 2013  Cod. Agrupacion 0341758,249.79
Energía eléctrica,920,22100,2013-11-08,B82846825,ENDESA ENERGIA XXI S.L.,Consumo Electrico Octubre 2013  Cod. Agrupacion 0370751.,6553.58
Energía eléctrica,920,22100,2013-11-08,B82846825,ENDESA ENERGIA XXI S.L.,"Facturacion Luz en Av.Antonio Dominguez, Parque publico moto  bomba, Periodo:12/8/13-07/10/ 13",89.92
"Suministros de repuestos de maquinaria, utillaje",130,22111,2013-11-08,B38233912,SERVICIOS E LEON S.L.,Bateria Moto matricula 1513DWG .,85.49
Tributos de las Entidades Locales,161,22502,2013-11-08,Q8850002J,CONSEJO INSULAR DE AGUAS DE TENERIFE,Servicio Desalacion Octubre 20 13,255405.63
Tributos de las Entidades Locales,161,22502,2013-11-08,Q8850002J,CONSEJO INSULAR DE AGUAS DE TENERIFE,Servicio Octubre 2013 Depuraci on y Vertido,145821.25
Fiestas del Municipio,338,22611,2013-11-09,E76614676,C.B. SEDOMIR RODRIGUEZ DE LA SIERRA,"Peluqueria y Maquillaje de Can ditas Adulta, Infantil , Banda s Reina y Mises-Fiestas",544.66
Energía eléctrica,150,22100,2013-11-11,A81948077,ENDESA ENERGIA S.A.U.,Consumo electrtico Octubre 201 3. Cod. Agrupacion 1056459.,22884.91
Energía eléctrica,920,22100,2013-11-11,B82846825,ENDESA ENERGIA XXI S.L.,Consumo Electrico octubre 2013 . Cod. Agrupacion 0342538,80.59
Energía eléctrica,920,22100,2013-11-11,B82846825,ENDESA ENERGIA XXI S.L.,Facturacion Octubre 2013-Codig o Agrupacion 0370861,265.58
"Maquinaria, Instalaciones y Utillaje",132,62300,2013-11-11,B35855683,MHB EQUIPAMIENTO POLICIAL S.L.,Cajon Zona Fria 65*58*62cm-Pol icía Local,5457
Postales,920,22201,2013-11-11,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,"Servicio Correspondencia 11/11 /13, MULTAS 523",16.94
Postales,920,22201,2013-11-11,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,"Servicio Correspondencia 11/11 /13, Multas 524",10.23
Postales,920,22201,2013-11-11,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,"Servicio Correspondencia 11/11 /13, Multas 527",19.88
Ordinario no inventariable,130,22000,2013-11-14,B38081790,THE RED PEN S.L.,400 Talonarios *25 Juegos-Bole tin Denuncia Policia local,821.76
Publicidad y propaganda,170,22602,2013-11-14,G38586319,FUNDACION NEOTROPICO,"Material Fotográfico, Textos, Diseño, Desarrollo y Maquetaci on.",3000
Repar. mant. y cons. Equipos para procesos informa,920,21600,2013-11-14,B38346573,SOFICAN S.L.,Servicio Mantenimiento y Servi co Técnico Desplazamiento. Urb anismo.,53.5
"Reuniones, Conferencias y Cursos",241,22606,2013-11-14,B38715181,MEDIA PRESS INSULAR S.L.,"Equipo ENG, Edicion y Postprod uccion Reportaje Jornadas ""Emp render en Arona"" .",813.2
Postales,920,22201,2013-11-15,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,"Servicio Correspondencia 15/11 /13, Rentas ENI0613R",90.72
Postales,920,22201,2013-11-15,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,"Servicio Correspondencia 15/11 /2013, Catastro Notf 901",19.88
"Prensa, revistas, libros y otros",931,22001,2013-11-15,A58417346,WOLTERS KLUWER ESPAÑA S.A.,"Suscripcion Todo procedimeinto  Tributario. Periodo 11-2013 a  10-2014, Javier  Bethencourt",127
Productos alimenticios,912,22105,2013-11-15,A38010856,AGUAS DE VILAFLOR S.A.,AGUA FUENTEALTA 33cl,287.44
Productos alimenticios,920,22105,2013-11-15,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","Suministro bot.20L. Agua, Vaso s 500 uds. Cuota Servicio",56.63
Proyecto Préstamo de Bicicletas y Carril 30,494,22745,2013-11-15,A28246122,PROINTEC S.A.,"Honorarios Redaccion ""Estudio Viabilidad para Implantación d e un Sistema de Bicicletas de uso Público en Zona Urban"".",9600
Publicidad y Propaganda,920,22602,2013-11-15,A38011623,CANARIA DE AVISOS S.A.,Anuncio Relacion de Vehículos con Sintomas de Abandono.,808.92
"Reparaciones, man. y conserv. Edificios y otras co",920,21200,2013-11-15,B38889911,"INVERSIONES MARTIN DORTA, S.L.",Copia de Llave.,2.4
"Suministros de repuestos de maquinaria, utillaje",130,22111,2013-11-15,B03260684,NEUMATICOS SOLEDAD S.L.,Suministro Neumaticos 175/65x1 4 Nexen. 5224CSC.,62.52
Plan de Promoción Económica,433,22614,2013-11-16,B38747283,PIRDULA S.L.,Taller Elaboracion de Gofio y de Ordeño de la Vaca Lechera.  Promoció Económica.,588.5
Plan de Promoción Económica,433,22614,2013-11-16,B38757159,HERNANDEZ CABRERA E HIJAS S.L.,"Formosa C/Varios - Noche San A ndres Castañas, Dulces y Vinos",58.05
"Reuniones, Conferencias y Cursos",241,22606,2013-11-17,B38853990,SOUND CANARIAS S.L.U.,"Alquiler y Montaje Sonido y Vi deo en Jornada Empresarial""Emp render en Arona"", en C.cultura l Los Cristianos, 7/11/13",357.11
Actividades Culturales y Deportivas,339,22609,2013-11-18,B38917084,"MUSIC ON CANARIAS IMAGEN Y SONIDO, S.L.U.","Alquiler, Transporte, Montaje Equipo Audiovisual Festival Jo venes Promesas. Juventud.",6848
"Reuniones, Conferencias y Cursos",241,22606,2013-11-18,G38995114,ASOCIACION ENTRELAZADOS,Imparticion Curso Manipulador Alimentos Mayor Riesgo:Comidas  Preparadas 6 horas el dia 14 Noviembre de 2013 en el IES Ca,420
Seguros,221,16205,2013-11-18,A28961639,WILLIS IBERIA,Rbo. Poliza seguro Accidentes Colectivo Innom. Periodo 3/4/2 012 - 2/4/2013,856.65
Plan de Promoción Económica,433,22614,2013-11-19,B38240933,IMPRENTA REYES S.L.,"Desplegables, Pegatinas, Impre siones a 4/0. Canarias Folk Fe st Arona.",1398.94
Plan de Promoción Económica,433,22614,2013-11-19,B38240933,IMPRENTA REYES S.L.,Impresion Carteles y Trípticos  Modelos Diferentes. Promoción  Economica y Empleo.,1332.91
Repar. mant. y cons. Mobiliario,150,21500,2013-11-19,S2817035E,CENTRO ESPAÑOL DE METROLOGIA,"Certificacion Verificacion Son ometros, T210469,T210473, CB-5 -031633 Y CB-5-038578",910
"Reuniones, Conferencias y Cursos",241,22606,2013-11-19,B38240933,IMPRENTA REYES S.L.,Revista Formato Cerrado A4. Jo rnada Empresarial. Promocion E conómica y Empleo.,988.23
Servicios de Recaudación,931,22708,2013-11-19,S3826006C,DELEGACION PROVINCIAL HACIENDA,Liquid. Octubre 2013 Ingresos Recursos de Otras Administraci ones y entes Públicos.,9077.22
Energía eléctrica,340,22100,2013-11-20,A81948077,ENDESA ENERGIA S.A.U.,Consumo Eléctrico Octubre 2013  Cod. Agrupación 1077023. Av. Arquitecto Gómez Cuesta. Estad io Olímpico.,6158.63
Ordinario no inventariable,920,22000,2013-11-20,A81460669,Q-MATIC SISTEMAS S.A.,Rollo de Ticket Negro para Tp3 1Xx.,578
Plan de Barrios,151,60135,2013-11-21,B76574664,"FERRALLA TENERIFE SUR, S.L.","Certificacion nº4 y Fina, Obra  Malpaso en Arona",650.95
Productos de limpieza y aseo,164,22110,2013-11-21,A38099263,COMERCIAL FJV S.A.,Cal TPB en Bolsa. Cementerio.,41.72
Repar. mant. y cons. Mobiliario,130,21500,2013-11-21,S2817035E,CENTRO ESPAÑOL DE METROLOGIA,Certificación de Verificación  Etilometro Draguer ARND-0005,402
"Reparaciones, man. y conserv. Edificios y otras co",920,21200,2013-11-21,B38621850,FERRETERIA HERMALAY S.L.,Material Obra Policia Local.,115.66
Actividades Culturales y Deportivas,339,22609,2013-11-22,G38512091,ACTIVIDADES DE OCIO Y TIEMPO LIBRE EN LA NATURALEZ,"imparticion Talleres ""Intelige ncia Emocional"", ""Estrategias de difucion en la Participacio n"", ""Utilidad de la encuesta e",3240
Postales,920,22201,2013-11-22,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,"Servicio Correspondencia 22/11 /2013, Multas 10",20.38
Postales,920,22201,2013-11-22,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,"Servicio Correspondencia 22/11 /2013, Multas 529",5.06
Postales,920,22201,2013-11-22,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,"Servicio Correspondencia 22/11 /2013, Rentas 530",78.84
Postales,920,22201,2013-11-22,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,"Servicio Correspondencia 22/11 /2013, Rentas ENI0713R",5.79
Postales,920,22201,2013-11-22,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,"Servicio Correspondencia 22/11 /2013,Multas 528",51.7
Productos alimenticios,920,22105,2013-11-22,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.",BOT 20l Agua. Cuota Servicio.A lcaldía.,38.15
Productos alimenticios,920,22105,2013-11-22,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.",BOT 20L. Cuota Servicio.,31.02
Productos alimenticios,920,22105,2013-11-22,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.",Bot. 20L. Agua. Cuota Servicio . Concejalia de Juventud.,17.13
Productos alimenticios,920,22105,2013-11-22,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.",Bot. Agua.20L. Cuota Servicio.,31.02
Productos alimenticios,920,22105,2013-11-22,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.",Bot.20L Agua. Cuota Servicio M ensual. Servcio Obras e infrae structuras.,17.13
Productos alimenticios,920,22105,2013-11-22,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.",BOT20L Agua. cuota Servicio. I nformatica.,95.82
Productos alimenticios,920,22105,2013-11-22,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","Cuota Servicio Mensual, partic ipacion ciudadana, Archivo, Te soreria.",38.52
Productos alimenticios,920,22105,2013-11-22,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.",Cuota Servicio Mensual.,9.63
Productos alimenticios,920,22105,2013-11-22,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.",Suministro Bot. Agua 20L. Cuot a Servicio Mensual.,31.02
Productos alimenticios,920,22105,2013-11-22,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","Suministro BOT20LAGUA, Vasos, Cuota Servicio. urbanismo-plus val?a.",307.07
Productos alimenticios,920,22105,2013-11-22,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.",Suminsitro Bot.Agua 20L. Cuota  Servicio,158.61
Productos alimenticios,920,22105,2013-11-22,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","Suminsitro Bot.Agua, Vasos, 50 0 ud. Cuota Servicio.",182.61
Energía eléctrica,320,22100,2013-11-25,A81948077,ENDESA ENERGIA S.A.U.,"Facturacion Octubre Agrupacion  1055121/2, Rectificativa",6477.77
Energía eléctrica,340,22100,2013-11-25,A81948077,ENDESA ENERGIA S.A.U.,"Facturacion Octubre, Agrupacio n 1056463/2, Rectificativa",15243.78
Productos alimenticios,920,22105,2013-11-25,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","Suministro Agua BOT20l., Vasos  500ud. SAC Las Galletas",63.38
Actividades Culturales y Deportivas,339,22609,2013-11-26,G38973145,ASOCIACION SOCIOCULTURAL PLATONS S.L.,"Gala Obertura Galas , En X Fes tival Jovenes Promesas Arona 2 013",1350
Estudios y Trabajos Técnicos,920,22706,2013-11-26,A81608077,T-SYSTEMS ITC IBERIA S.A.,"Asistencia Remota 38hr,XXX, Cambios Inventario d el 16 al 22/10/2013",3252.8
Material informático no inventariable,920,22002,2013-11-26,A81608077,T-SYSTEMS ITC IBERIA S.A.,Soporte gestor de informe Actu ate y Soporte Sobre Documentum . informática.,3258.54
Material informático no inventariable,920,22002,2013-11-26,B35307693,"QWERTY SISTEMAS, S.L.","Suministro Material ImpresoraS , Expte1/13-carsu.",8378.28
Material informático no inventariable,920,22002,2013-11-26,B35307693,"QWERTY SISTEMAS, S.L.","Suministro Tóners y material I mpresoras, Exp.1/2013-Carsu",12644.25
Plan de Promoción Económica,433,22614,2013-11-26,B38722898,JUAN JOSE FUENTES TABARES S.L.,"Publicacion Suministro Especia l , Gastronomia 2013-Promocion  Económica y Empleo.",481.5
Plan de Promoción Económica,433,22614,2013-11-27,B38757159,HERNANDEZ CABRERA E HIJAS S.L.,"Plasticos Transparente, Noche Castañas , Dulces y Vino",100.8
Promoción Sanidad y Consumo,313,22617,2013-11-27,G38400719,CLUB NATACION LOS CRISTIANOS ARONA,"Batucada Tocala Tu ""en Carrera  por la Vida 2013""",300
Publicación en Diarios Oficiales,920,22603,2013-11-27,B38085551,BOLETIN OFICIAL DE LA PROVINCIA DE SANTA CRUZ DE T,Anuncio Convocatoria Ayudas al  Estudio Modalidad Transporte Curso 2013/2014.,1300.05
Publicación en Diarios Oficiales,920,22603,2013-11-27,B38085551,BOLETIN OFICIAL DE LA PROVINCIA DE SANTA CRUZ DE T,Anuncio Convocatoria Ayudas Es tudio Modalidad AMPAS del Muni cipio Actividades Generales Cu rso 2013/14.,936.04
Publicación en Diarios Oficiales,920,22603,2013-11-27,B38085551,BOLETIN OFICIAL DE LA PROVINCIA DE SANTA CRUZ DE T,Anuncio Convocatoria Ayudas Es tudio Modalidad AMPAS del Muni cipio para Permanencia Curso 2 013/14.,979.37
Publicación en Diarios Oficiales,920,22603,2013-11-27,B38085551,BOLETIN OFICIAL DE LA PROVINCIA DE SANTA CRUZ DE T,Anuncio Convocatoria Ayudas Es tudio Modalidad Educación Espe cial Curso 2013/14.,1300.05
Publicación en Diarios Oficiales,920,22603,2013-11-27,B38085551,BOLETIN OFICIAL DE LA PROVINCIA DE SANTA CRUZ DE T,Anuncio Convocatoria Ayudas Es tudio Modalidad Estudios Unive rsitarios y Superiores de Músi ca Curso 2013/14.,1430.06
Energía eléctrica,920,22100,2013-11-28,B82846825,ENDESA ENERGIA XXI S.L.,"Eventuales Navidad Cl Fuerteve ntura, fraile,Periodo: 29/11/1 3-07/01/14",742.03
Energía eléctrica,920,22100,2013-11-28,B82846825,ENDESA ENERGIA XXI S.L.,"Eventuales Navidad, CL Morro C ubas, las galletas, Periodo: 2 9/11/13-07/01/14",1230.59
Energía eléctrica,920,22100,2013-11-28,B82846825,ENDESA ENERGIA XXI S.L.,"Eventuales Navidad, Cl Rafael Puig LLivina, Periodo: 29/11/1 3-07/01/14",1230.59
Energía eléctrica,920,22100,2013-11-28,B82846825,ENDESA ENERGIA XXI S.L.,"Eventuales Navidad, Cl. Franci sco Andrade Fumero, las americ as, periodo: 29/11/13-07/01/14",986.2
Energía eléctrica,920,22100,2013-11-28,B82846825,ENDESA ENERGIA XXI S.L.,"Eventuales Navidad, Electricid ad en C/ Valle Menendez , Peri odo:29/11/13-07/01/14",790.18
Ordinario no inventariable,130,22000,2013-11-28,B38081790,THE RED PEN S.L.,"20Talones de 25 Actas Denuncia , Convivencia c-400, Policia L ocal",235.4
Postales,920,22201,2013-11-28,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,Servicio Correspondencia Catas tro.,30.96
Postales,920,22201,2013-11-28,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,Servicio Correspondencia Multa s.,57.57
Publicidad y Propaganda,920,22602,2013-11-28,B38492237,HIT RADIO CANARIAS S.L.,Agenda Municipal radiofonica. Publidad Septiembre 2013.,695.5
"Suministros de repuestos de maquinaria, utillaje",130,22111,2013-11-28,B38233912,SERVICIOS E LEON S.L.,Bateria Moto matricula 4880CFF .,91.49
Equipos para Proceso de Información,920,62600,2013-11-29,B28260933,HEWLETT-PACKARD ESPAÑOLA S.L.,"Ampliación del Sistema de Alma cenamiento ISCSI, Expte. 6/201 3-CNT-CCSU.",25234.47
Estudios y Trabajos Técnicos,920,22706,2013-11-29,B38946513,MAGNITEL COMUNICACIONES S.L.U.,"Suministro Terminales Tetra en  el Municipio, Expte 2/2012-ca rsu",1926
Ordinario no inventariable,931,22000,2013-11-29,B38844320,LITOGRAFIA SANTA ELENA S.L.,40 Talon de 500 polizas de 3 E uros-Tesoreria,162.43
Plan de Promoción Económica,433,22614,2013-11-29,G38098216,ASOCIACION CULTURAL I'GARA,"Actuacion Agrupacion Igara, en  Valle San Lorenzo",300
Plan de Promoción Económica,433,22614,2013-11-29,G76611367,ASOCIACION SOCIO CULTURAL ROQUE AL SUR,"Actuacion Grupo AL SUR "" La No che Castañas, Dulces y Vinos""",300
"Reuniones, Conferencias y Cursos",241,22606,2013-11-29,B76528892,LA BRUJULA EDUCATIVA,"Docencia Curso""Iniciacion al R uso""1 Edicion 11 al 26 Noviemb re,Promocion Ec",1256.21
Servicio Mantenimiento Jardines Municipales,171,22741,2013-11-29,U76535509,UTE ZONAS VERDES ARONA,Servicio Noviembre Gestion Zon as Verdes,366207.72
Vestuario,920,22104,2013-11-29,B38722922,UNIFORMES DEL ATLANTICO S.L.,Uniformes SAC.,596.63
Actividades Culturales y Deportivas,339,22609,2013-11-30,B38530655,LA OPINION DE TENERIFE S.L.U.,"Anuncio Invitacion ""X Festival  Jóvenes Promesas Arona 2013"".  Concejalía de Juventud.",267.5
Centro Cívico El Fraile,494,62267,2013-11-30,A35091057,"V.V.O. CONSTRUCCIONES Y PROYECTOS, S.A.","Certificación Revisión de Prec ios Noviembre 2013 Centro Cívi co El Fraile, Expte. 20/09-CAO .",119941.84
Combustibles y carburantes,150,22103,2013-11-30,B38381695,ANTONIA TACORONTE E HIJOS S.L.,Carburante Noviembre 2013 y La vado Automatico. Vehículo Alca ldia,298.02
Combustibles y carburantes,150,22103,2013-11-30,B38381695,ANTONIA TACORONTE E HIJOS S.L.,Carburante Noviembre 2013. Man tenimiento.,422.99
Combustibles y carburantes,150,22103,2013-11-30,B38983318,"PICAMOLINOS, S.L.",Carburante Noviembre 2013 Vehi culos,1203.45
Combustibles y carburantes,912,22103,2013-11-30,B38381695,ANTONIA TACORONTE E HIJOS S.L.,Carburante Noviembre 2013 y La vado Automatico. Vehículo Alca ldia,298.02
Combustibles y carburantes,912,22103,2013-11-30,B38983318,"PICAMOLINOS, S.L.",Carburante Noviembre 2013 Vehi culos,1203.45
Combustibles y carburantes,920,22103,2013-11-30,B38983318,"PICAMOLINOS, S.L.",Carburante Noviembre 2013 Vehi culos,1203.45
Combustibles y carburantes.,130,22103,2013-11-30,A38047684,ESTACION SURAMERICAS S.A.,"Combustible Noviembre 2013, Ve hículos de la Policía Local",2738.51
Combustibles y carburantes.,130,22103,2013-11-30,A38087367,CLAUDIO ALFONSO E HIJOS S.A.,Carburante Noviembre 2013 poli cia Local.,272.37
Combustibles y carburantes.,130,22103,2013-11-30,B38983318,"PICAMOLINOS, S.L.",Carburante de Noviembre 2013,442.41
Combustibles y carburantes.,130,22103,2013-11-30,B38983318,"PICAMOLINOS, S.L.",Carburante Noviembre 2013 Vehi culos,1203.45
Combustibles y carburantes.,130,22103,2013-11-30,B76585801,"VILLASARA MULTISERVICIOS, S.L.",Carburante Noviembre 2013 Vehi culos,1130.85
Limpieza y Aseo,920,22700,2013-11-30,B35745926,RALONS SERVICIOS S.L.,Servicio Extra Noviembre en Sa la Anexa al C.Civico Cabo Blan co,207.15
Limpieza y Aseo,920,22700,2013-11-30,B35745926,RALONS SERVICIOS S.L.,"Servicio Noviembre 2013, Limpi eza de Centros Educativosy Dep endencias Municipales ex 1/10- casv",135171
Mantenimiento Integral del Litoral,173,22730,2013-11-30,U76534924,UTE LITORAL ARONA,"Servicio Noviembre Gestion del  Litoral, Ex.2/10-casp",33527.08
Ordinario no inventariable,920,22000,2013-11-30,B38381653,SUMINISTRO DE OFICINA OFIPAPEL S.L.,Material Oficina Concejalia de  Juventud.,292.7
Ordinario no inventariable,920,22000,2013-11-30,B38381653,SUMINISTRO DE OFICINA OFIPAPEL S.L.,Material Oficina Noviembre 201 3.,956.84
Ordinario no inventariable,920,22000,2013-11-30,B38381653,SUMINISTRO DE OFICINA OFIPAPEL S.L.,Suministro Material de Oficina  Noviembre 2013.,1273
Plan de Promoción Económica,433,22614,2013-11-30,A38022182,RADIO CLUB DE CANARIAS S.A.,"Cuñas en  Cadena Ser, Cadena D ial y 40 Principales del 14/11 -29/11, Casta?as, Dulces y Vin os V.S.Lorenzo",1365.35
Plan de Promoción Económica,433,22614,2013-11-30,B38530655,LA OPINION DE TENERIFE S.L.U.,"Anuncio ""Noche de Castañas, du lces y Vino"" en Valle San Lore nzo. Promocion Económica y Emp leo.",535
Postales,920,22201,2013-11-30,A83052407,SOCIEDAD ESTATAL CORREOS Y TELEGRAFOS S.A.,Facturación Noviembre 2013.,15671.74
Publicidad y Propaganda,920,22602,2013-11-30,A38011623,CANARIA DE AVISOS S.A.,Anuncio Bases Procedimiento As pirantes del Permiso Auto Taxi .,179.76
